"path","status","sha256","local_checkpoint","lineage","material_class","privacy","suggested_disposition","recovery_or_risk"
"artifacts/daily-light-visual-review/2026-08-12-production-replacement/1440-unfinished-limit-toast-v2.png","A","5b3c60f68334380b3738876ad1c5ff9a1bcb08c7b5e5996debf7d01afb230e5a","ed8c36d","当前开发血缘：后续增量","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-12-production-replacement/1440-week.png","A","d1258623ff8156144c9f6baa0bbc23bd27892904c90b749a5049140f40e5dfec","ed8c36d","当前开发血缘：后续增量","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/01-foundation-1440x900.png","A","f149b2aba5d6fb380973cf9bf282f85b811151cb3ac43e029f52fd057174781c","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/02-foundation-1024x768.png","A","8e9b950314f294b8b102116ad65f340e82e2503fe9acdbbd2613b620f5906139","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/04-interview-start-1024x768.png","A","9071f4fc09e4d4224b8424d93a5b01b071b427f333c24e678398414127d81389","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/05-interview-pending-1024x768.png","A","10e165a012193b5e1524ed7e399ef66c9ac0dd6c321b2dfc8390f5eb3d14127b","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/06-interview-limit-toast-1024x768.png","A","e3531e7bcad68408a08739732f6dcce050982f6a2d8bd2af96c6ece71a5cb01d","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/07-interview-chat-1440x900.png","A","1dd3beef78de906e1bd77dfab247a8f8ecbe3095edaea96c23720528cf5e36bb","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/08-interview-chat-1024x768.png","A","f6b504c5fe6bf61094d8629589514140d19b59fa8858961f90410f4502660e44","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/09-day-1440x900.png","A","5be390ba4403410d0dabc9e5e59449b549feee697754fae27e1ed205c9dd34c2","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/10-week-1440x900.png","A","0ba6ccddf2a8f0d5f2f22592654694cd7ddef0fc9f15677116d74e0932954938","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/11-month-1024x768.png","A","5318b552dad1f1bc151d0fbc5b33453562d34fb2bb0622d82fb6565abab059d9","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/12-home-1440x900.png","A","9088f11b58f1dc2fb7b7a4aad7c22a383407483290e080c288ca6ceb4533d4e8","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/13-home-1024x768.png","A","6707e02bb737bd805d0aa0f4f956042a1acb2fa1afbbf82f61a9987a1f7ffdb4","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/14-insights-trends-1440x900.png","A","e1c4a9e7090e87ac130fba3df3e23d3daf1bc46af3ff2b0b79ec52679c401114","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/15-insights-portrait-1024x768.png","A","c7176d88b2e27ac3b418e54ab56a8fc8ec79575da6cb3d5cb5ef516f9782c2e6","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/16-auth-1024x768.png","A","c4f3588a20e28db750913d7b3d1a19d96ba2d9bd02322257a02cf9d3185afdb2","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/17-settings-1440x900.png","A","78493b7f8742e01ab25cc6641d57af0af803b447df20c7ffa71ef50c04a8de77","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/18-day-200-percent-reflow.png","A","a8bc786c215d96204c017d9e0d8240872641963cce9c04108dc16fad6352e42b","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/README.md","A","4c4d8030f445646eee4660fc8b47fcdfcfcce07662fbce780d27d78f4fbd2c2a","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-release/README.md","A","55ac6f26f88ca3c68dba5b1e4f199fd4ca784d9cd8749402ee548cc821400686","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/day-1024x768.png","A","21059307200df742ad6f52483e980e56cdfbb2975951b0ef8db6a9896a452aeb","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/day-1440x900.png","A","d5128c5e635fc14411dffc949ef9d6e5f63f6daae81b90c4960ab850d2bb5676","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/home-1024x768.png","A","0b61edabfed1de7d5fc2a08b06da525a17ab38684d3d84a653a2406ee1ef4839","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/home-1440x900.png","A","b4b035c3c8b5546205ed594687602d9876cb2e849ade00dbe6b4e4ed2bac2150","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/insights-trends-1024x768.png","A","3610dca346e53eb795c189e83ed1fbe635eeca19d08b36c374d8abad25c79659","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/insights-trends-1440x900.png","A","a160bb982f258ac6fded9dde64ad4468a8a5306dc4af377623ce10787519ce47","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/interview-chat-1024x768.png","A","392979aa77639f24e4bdf3089e12206aa4c1efe3f26864526a9dac7971fe816f","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/interview-chat-1440x900.png","A","07916425b6979052e57268c67bbaeb982936fc07845f4b03639dcb2567141a4f","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/interview-start-1024x768.png","A","103c1d07c718b8a588836e6ae50017216d1fd1028385bf3507864ebab9ee957a","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/interview-start-1440x900.png","A","31917b3955f37dea0f862f3e32122fd5e1f06ddb53f1ab692e961e689694989d","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/month-1024x768.png","A","a0c0c161df5cc4fb3bf1c52709be8ce72ba4305dad29c709bf2fc22a123a4c5b","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/month-1440x900.png","A","696adb4e5887e2303844f7cbb2eb29e3fc78831e09f884ae710ba921279d5443","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/README.md","A","11d73a0e3afb606c08465c35ca4a873f15f333a40c55f5217b75c7810b47e452","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/week-1024x768.png","A","3cc847cbbf57eb07508987efffc612ade06b857e268886b328b2511ce21a973c","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/week-1440x900.png","A","3c1a0fb775123e632aac1771a27d0b47b7cc9cdc346278431771f84ef881264b","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/day-1024x768.png","A","1158d1f75088fe2618a883c82c629696368a1a4dfb9220c37d9aabb9d1b91588","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/day-1440x900.png","A","f00566e7ee0c1073fbaf0982b0d09cc30bb0ef4e202df3a53aa926daffa10152","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/home-1024x768.png","A","bfe2994f78401fa2da875da62541cf2f74176db1180d292a9f7cf1b7aee137dd","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/home-1440x900.png","A","31f8f1f6fa24c17d628c055f007a73397aa458f0c0f47dd89eb607bb56958568","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/insights-trends-1024x768.png","A","675e9d05d6b1f6e74901967c049d8f0192ccfac815b4f5bb3ba2aeeb00d63c85","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/insights-trends-1440x900.png","A","ab8ee207e7ef7e37c5b6813f04fe6aaf8982103f48fba4b53fd20732e1d6dd61","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/interview-chat-1024x768.png","A","98e5a67afe0b9eff673eda1535efe9a4a98f762632032e20490194c8c768185c","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/interview-chat-1440x900.png","A","abd7585c04c9843a20dfc7c46c55989f1dfcaa90695881a8752ff05a88e8322c","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/interview-start-1024x768.png","A","33f0c6bd623634598565d065b79c94f636bd020d8bc43aaf68eed61409ec810d","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/interview-start-1440x900.png","A","4ed30771e6b8c02bda2ec64ed409d040093a951bb9e4440f9a245a983b73ca5e","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/month-1024x768.png","A","cc74d25bf82fad74c42fa5ce6748ca87271337525338c566d4aec78dbee60e4c","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/month-1440x900.png","A","d571d2432ed80634ad8184fa446ea0a2abe7613086541564fe0edd78f17d7ea2","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/README.md","A","15477de075cd7c61715b4d0d6a69960590d3faf5ed6e1d51c7d2e4c71595781e","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/week-1024x768.png","A","846589cb40c20f941c5b9e1288995afaf1c6b7932a38be76e6ed805f489556b7","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/week-1440x900.png","A","e10d168fee214ecb05a0c736a0b8271d7d360d9eac7e8da9a1c8c6521b5cfd2f","ed8c36d","独立成果：网页端验收与发布证据","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/daily-light-visual-review/README.md","A","de30fee0acf87f9c17804353d2142c929a43f8c898acee10775d285872d6f4bf","ed8c36d","文档治理","文档治理","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/dataset-manifest.json","M","d327ac37065291bda10b37ba12d7a832b98c65f129146ad547789b279a7c0a0b","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/evaluation-asset-review-v1-handoff.md","A","d94cddab29b23829337ee7aa9d66128cf888ac04e910744e8280507a6a041f12","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/evaluation-asset-review-v1-receipt.json","A","605a471d83ede639a9f88745c323a67d3a81a8386a3f426c6361169885783bc0","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/event-relationship-explanation-retest-v1-handoff.md","A","feb2a842ec02c778ea3a7de284affb3b24f03163d9085a1d1a3ea53cf20bfc52","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/event-relationship-explanation-retest-v1-receipt.json","A","823fea235ac6f3af7463e2ff1c9a90b36d93eda6bdf06688c9367248dc979bc4","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/historical-real-gold-v1-handoff.md","A","4f6d72a6432ce712de7bf7d38c9d9e1dffda271f7a7e86fba76e3be926f40aaf","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/historical-real-gold-v1-receipt.json","A","dc2c104a38412dec46ecf82c73d630b88288e682545fa6399f039b622945c173","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/README.md","M ","e09fc58fffa5244052d0d10aa2f0b70db61a3ccb1f8d4ae1f8d0a1a7b34b678d","本治理记录所在提交","文档治理","文档治理","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-conversation-review-v2-handoff.md","A","03dc3419f06380d113c76a477953b7fb730d1eb4f4292a36763d3cca7d39b790","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-conversation-review-v2-receipt.json","A","be1aec71ae30b811b33e9dff7d118b3742804d7c3fb6a4c0cd5cfb1716d6b48f","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-problem-regression-v1-handoff.md","A","c103d9d047dbe67d0a8d983f3f6baaed8ae754f47044efc16237a486e00780d4","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-problem-regression-v1-receipt.json","A","1e76779cf706e40cafd5d50b8ca60e6d0247827f46e92945d9d51edcf2ae2393","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-problem-regression-v1.1-handoff.md","A","6b5b939095337fd6b498c352645c57f62e607698f096c6d71a83f867ed3c2c99","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-problem-regression-v1.1-receipt.json","A","32011deee3e96074717781a8704599cc877d926053ed537ae458fe5c2b8680cc","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-problem-regression-v1.2-handoff.md","A","8db644d7f2f141ee847c9baaa618bf055271bd3ced9b49ef80a043283c81538d","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
