"path","title","sha256","repository_state","role","status","active_entry","replacement","privacy","suggested_disposition","processing_state","classification_basis","local_link_count","missing_local_links"
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-official-set-v1-kickoff.md","访谈追问评估 official set v1 kickoff","d98531c4b3f91dd900d897bce291d11b0b3de702a4f171f6b6ed90c7a8803ba8","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","5",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-official-set-v1-lock-criteria.md","访谈追问评估 official set v1 锁样门","e20cbfe10d78242eadc08923e00f8259014edb2dbc8fee22eebc3a913c6f3f79","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-annotation-runbook.md","访谈追问评估 Pilot 标注执行 Runbook","6ff78dc01c7486bf011d074ccf4eb2c27edf56ccbcb1857f2198482bd3299825","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","7",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round1-disagreement-report.md","访谈追问评估 Pilot Round 1 分歧报告","d0210abf17074889d254b1982a813a0a8e86cc0dfb50178b3ba7b52d1201db5f","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","3",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-assignment.md","访谈追问评估 Pilot Round 2 分工表","55aea15b6faef7c57c2da920bcbdcce5df01097b198128ba91cdc1af1cad81bf","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-batch-template.md","访谈追问评估 Pilot Round 2 样本清单模板","c56127dd5a140198dfe350811c86a785c29d326ad61d074a7f70d328d28c4ee6","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-closeout.md","Interview Question Eval Pilot Round 2 Closeout","0e837ebed63105fec8b1bd99bb7c4b941970cf33284131957432cf79a31f55cb","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-one-page.md","访谈追问评估 Pilot Round 2 一页版","bc132466e7aa644b0336151f0a2b043f4096c8c6573a961cc88cbe3f93f14072","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","4",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-plan.md","访谈追问评估 Pilot Round 2 执行方案","3006027dea7e65f6c66b3c547cfef1e12faeca85314c3c80a967193093728f0d","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","4",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2a-annotator-a.md","Pilot Round 2 R2-A Annotator A","a38a5c24747ce4a3b09fc667b3512931e6965ba32c54ff16210644db7c61071a","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2a-annotator-b.md","Pilot Round 2 `R2-A` 标注结果（Annotator B）","82caa68a417de601e2c2dbb8ddd7dcfdde509caa6093648bd089c95f8c20c047","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2a-disagreement-report.md","Pilot Round 2 `R2-A` 差异审查报告","26f61f9a76e9875d3c325190d4f5bbc0917eb49108c55e1ecfc0d309473d1c26","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2a-lock.md","访谈追问评估 Pilot Round 2 `R2-A` 锁样清单","589e664f9aa6c76715a9c1c109c4a74a0ce6936f76c2065c0327c5bd3649f86b","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2b-annotator-a.md","Pilot Round 2 R2-B Annotator A","dcb31b3ab46277bf9d39ecb495ebfa8b32655b26dece8370ac97cf081cfb378c","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2b-annotator-b.md","访谈追问评估 Pilot Round 2 `R2-B` 标注结果 B","81cdfacbaa3e500b41d61416a0411bb277023f13b32871bec2c3371e47f138a8","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2b-disagreement-report.md","Pilot Round 2 `R2-B` 差异审查报告","84612d4237c521293a33299e8f2056be3ae23ff237c13083fe790f1628503377","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2b-lock.md","访谈追问评估 Pilot Round 2 `R2-B` 锁样清单","c52d3d3f4053e6946248558143fdb064f8f1d9fdd4692a5bca10f5ddc4a4eb22","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2c-annotator-a.md","Pilot Round 2 R2-C Annotator A","5d5e076ae9ac5e97c7bc5f74b859ceb8622c4c54b1a0b320a24544d55303c9c8","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2c-annotator-b.md","访谈追问评估 Pilot Round 2 `R2-C` 标注结果 B","9a70888dcc02739c2cae17cb713e610d3c4cd1c7d4456e52c036e5fd0428c892","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2c-disagreement-report.md","Pilot Round 2 `R2-C` 差异审查报告","eb027635b8f3d66a31ba1767efa5c4e456cfe094372bc142caefb36ce4a7e191","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2c-lock.md","访谈追问评估 Pilot Round 2 `R2-C` 锁样清单","e0beeb489e33f8ffffff0a9066050da92dc1035b22a673f200cada84a859685f","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-r2c-postfix-review.md","R2-C 修后复核结论","924aca99f074dc5d1cd73d1b4d5da112e4af8b97c6107d59ed61320af05800f8","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/evals/interview-question-eval-pilot-round2-sourcing-priority.md","访谈追问评估 Pilot Round 2 拉样优先级","fa63d5f68cb13cd8e16a984f680268a362f74be9ce3e118a4d0ec4c030144236","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/plans/2026-05-31-interview-question-eval-annotation-guide.md","访谈追问模型评估标注规范","d195d48fe98f3be808f2e591d7d832e38a5385b4dbe5448418d82a85c00790e8","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/plans/2026-05-31-interview-question-eval-metrics.md","访谈追问模型评估指标设计","71078e70a4b972be8483505d218416ecff3e54b8b8432934391eb25951e5b355","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
".worktrees/model-eval-metrics-discussion/docs/plans/2026-06-11-interview-question-eval-master-plan.md","访谈追问模型评估主线总计划","7fd427bd1eebc531e41a88a804eb74c7b2f18a281c57aab247f5ffd0865c6df6","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","19",""
".worktrees/model-eval-metrics-discussion/docs/plans/2026-06-11-interview-question-eval-set-construction.md","访谈追问模型评估集构造方案","720e4e2257638bddf3925a52c1ab825756a48bd58a55fe763303e41be7c480b7","本地忽略","隔离成果","待确认","本地隔离成果；尚未接入主仓导航","","本地隔离成果","需人工判断","保持原位","目录与包级规则推断","0",""
"AGENT.md","Deprecated Project Guide","3103db17776f6fee767c6685fd32a5bd94328cb0538359460bffd78fe4ea347b","已跟踪","兼容指针","历史证据","README.md","","公开仓库","保留兼容指针","保持原位","目录与包级规则推断","1",""
"AGENTS.md","Happiness-system-codex AGENTS","3a6672f2572c6e1baa4722755058fc4c23d1774a759f00ff64d3eb3235d6f637","已跟踪","Agent 协作规则","现役","[`docs/README.md`](./docs/README.md)","","公开仓库","保留","本轮已复核","显式元数据","13",""
"DESIGN.md","Daily Light Design System","0a76cf2c8fdf0c9453ec4fb071d2b10cb8bfce20b40e12ae184fdf8fc727d61d","已跟踪","稳定合同","现役","docs/README.md","","公开仓库","保留","本轮已复核","显式元数据","8",""
"PRODUCT.md","Daily Light Product Context","e6427ae1c719f30f6448b751b20e4cdecfd332a5e5b9c6047b94d98d4aecb2c3","已跟踪","稳定合同","现役","[Daily Light 文档导航](./docs/README.md)","","公开仓库","保留","本轮已复核","显式元数据","5",""
"README.md","Happiness-system-codex","8c7e4649372ad9f435d162b78b8379adc00efba1edf8f021377722ecf40d0914","已跟踪","项目入口","现役","[Daily Light 文档导航](./docs/README.md)","","公开仓库","保留","本轮已复核","显式元数据","26",""
"Tech_Design.md","Tech Design","128799250f9597182c9454ccae679b422be9a73dee768f9d3d2e9c1227f20b88","已跟踪","历史证据","历史证据","[当前架构](./docs/architecture.md)","","公开仓库","保留","本轮已复核","显式元数据","1",""
"artifacts/README.md","评测与运行证据导航","2f5c27d45f27c2ba5e2755d8daa7f85629f34df02385befc21b611468fa8472c","已跟踪","证据索引","现役","[项目知识导航](../docs/README.md)","","公开证据","保留证据","包级索引已收口","显式元数据","17",""
"artifacts/ai-evaluation-governance/2026-08-13-v0.9-stage-a-acceptance.md","Daily Light AI 评测总规范 v0.9｜阶段 A 验收记录","1ae73c2905e43feadb5dba0fab5a0e217d214114a8fa13ae10b09a345b0545b2","已跟踪","历史证据","历史证据","artifacts/README.md","","公开证据","保留证据","保持原位","目录与包级规则推断","9",""
"artifacts/daily-light-visual-review/2026-08-12/README.md","Daily Light 视觉验收稿","e6ef29c4def7bdf227058d629381b47c7bb9820af70f5a7cfaba9a9f5232a8ef","已跟踪","证据索引","历史证据","artifacts/daily-light-visual-review/README.md","artifacts/daily-light-visual-review/2026-08-13-production-release/README.md","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/daily-light-visual-review/2026-08-13-full-system-redesign/README.md","Daily Light 全站重构视觉验收","4c4d8030f445646eee4660fc8b47fcdfcfcce07662fbce780d27d78f4fbd2c2a","已跟踪","证据索引","历史证据","artifacts/daily-light-visual-review/README.md","artifacts/daily-light-visual-review/2026-08-13-production-release/README.md","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/daily-light-visual-review/2026-08-13-production-release/README.md","Daily Light 第二轮验收基线 Production 发布证据","55ac6f26f88ca3c68dba5b1e4f199fd4ca784d9cd8749402ee548cc821400686","已跟踪","证据索引","已完成","artifacts/daily-light-visual-review/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/daily-light-visual-review/2026-08-13-production-typography-color/README.md","Daily Light 上线前字体与色阶增强证据","11d73a0e3afb606c08465c35ca4a873f15f333a40c55f5217b75c7810b47e452","已跟踪","证据索引","历史证据","artifacts/daily-light-visual-review/README.md","artifacts/daily-light-visual-review/2026-08-13-production-release/README.md","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/daily-light-visual-review/2026-08-13-second-round-closeout/README.md","Daily Light 第二轮零写入视觉证据","15477de075cd7c61715b4d0d6a69960590d3faf5ed6e1d51c7d2e4c71595781e","已跟踪","证据索引","已完成","artifacts/daily-light-visual-review/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","1",""
"artifacts/daily-light-visual-review/README.md","Daily Light 网页端视觉、验收与发布证据索引","de30fee0acf87f9c17804353d2142c929a43f8c898acee10775d285872d6f4bf","已跟踪","证据索引","现役","[Vercel Preview 与 Production 主线](../../docs/vercel-preview-production-lane.md)","artifacts/daily-light-visual-review/2026-08-13-production-release/README.md","公开脱敏证据","保留证据","本轮已复核","显式元数据","8",""
"artifacts/event-centered-batch-b-formal-v11-human-review.md","Batch B 发布前人工抽检","d4c765f3fe61d6f3049e52e154521d221767196e966ba5f4d5ae199fac1b51df","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-formal-v22-human-review.md","Batch B 发布前人工抽检","8f5e11017287d2fded8400559b51595b8c38a423bc1246b36d16edb1c4be3ad3","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-manifest.md","Event-centered Batch B 历史证据清单","56cc923cde954d8859d0b4c7683fae11482d7fd0041c583b927c31607a623590","已跟踪","历史证据","历史证据","artifacts/README.md","","公开证据","保留证据","保持原位","目录与包级规则推断","3",""
"artifacts/event-centered-batch-b-v23-probe-single-event-human-review.md","Batch B 发布前人工抽检","83e291d655ac58980bbeb98d32b716c29f1da17b3b3984fae3fc76476699055d","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-v23-probe-two-event-human-review.md","Batch B 发布前人工抽检","b4050a4ce6d55d8c6f3888c1c21468a66a762ae1d784d21bffccfc4d76fcde58","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-v23-smoke-24-human-review.md","Batch B 发布前人工抽检","0c55214c8d0088db25a2ae7714da4c99f3dc6d31453494497ddaf18c6b4a4667","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-v23-smoke-6-human-review.md","Batch B 发布前人工抽检","b703894b5896322a982e4d1bf78783e6770abe10b0b5e90a1ea0ac9acdc124b4","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-v27-flash-pro-smoke-24-r2-human-review.md","Batch B 发布前人工抽检","4993758f2405a61d0ffb26ffde79d63953e24734058fd29ba83d673e3cd5eda9","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-v27-smoke-24-human-review.md","Batch B 发布前人工抽检","9bbe3eeb1250e88e1892ef9ba49c9286378d7d30a89cf61fdd5a730fbe89473d","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-v27-smoke-24-r2-human-review.md","Batch B 发布前人工抽检","496485bed3568f36c7b670916cf30f84a11ed842ce565fc8de47437f0cc8fbf4","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/event-centered-batch-b-v27-smoke-24-r3-human-review.md","Batch B 发布前人工抽检","cfe31d0e3c611779746a7e737f5b7e34a585bbac71efc5f36e765e8fd9e2c6ab","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/generative-interview-board6/2026-08-06/README.md","板块 6｜首批人工校准资产入口","142384e91bf6c0a4d7ca7a24ca3111f0470c148b719df186bbd6f5656a188532","已跟踪","证据索引","历史证据","artifacts/README.md","","公开证据","保留证据","保持原位","目录与包级规则推断","3",""
"artifacts/generative-interview-board6/2026-08-06/board6-calibration-8cards-v1-blind.md","板块 6｜首批 8 张校准卡 v1（盲评材料）","79e7866ef305752932af268ffd26371d3a610f2ce792910bb8e1d6427efde2f4","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","0",""
"artifacts/generative-interview-board6/2026-08-06/board6-calibration-8cards-v1-codex-review.md","板块 6｜首批 8 张校准卡 v1（Codex 独立初评）","18961953f4c0c059c260b45a4d3c09b1d9614e1293742d5c57dd4e378d22d57c","已跟踪","历史证据","历史证据","artifacts/README.md","","公开脱敏证据","保留证据","保持原位","目录与包级规则推断","9",""
"artifacts/generative-interview-board6/2026-08-06/board6-calibration-8cards-v1-reconciliation.md","板块 6｜首批 8 张校准卡裁决收口与方法发现","f494c1275d8bb7838774ff6a98d7c1a439493a8d2ba5e18b3feefb18ee16573f","已跟踪","历史证据","历史证据","artifacts/README.md","","公开证据","保留证据","保持原位","目录与包级规则推断","2",""
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/README.md","GI-088 评测资产｜先回应后整理与长等待根因当前入口","e09fc58fffa5244052d0d10aa2f0b70db61a3ccb1f8d4ae1f8d0a1a7b34b678d","已跟踪","证据索引","现役","[生成式访谈重构总 Map](../../../docs/generative-interview-refactor-map.md)","","公开证据","保留证据","本轮已复核","显式元数据","64",""
